customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RecordDate
1792-XILRK,Female,0,No,Yes,45,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,131.67,5857.08,Yes,2023-01-02
2544-HCJVE,Female,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,63.29,1232.92,Yes,2023-01-02
9147-YINZQ,Female,0,No,Yes,31,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,148.8,4544.31,Yes,2023-01-02
1077-VNSBX,Male,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),67.07,2778.24,Yes,2023-01-02
8145-JPQEA,Female,1,No,No,35,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,131.03,4451.59,Yes,2023-01-02
6157-TXLJS,Male,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,149.28,4389.75,Yes,2023-01-02
6327-XPNOT,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),170.53,2351.78,Yes,2023-01-02
2045-SHNSM,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),170.05,3774.01,No,2023-01-02
7941-SVOLK,Female,1,No,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),171.78,9555.47,No,2023-01-02
4660-TWWWM,Female,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),50.86,794.68,Yes,2023-01-02
9558-QZMTX,Female,0,No,Yes,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),144.87,4572.92,No,2023-01-02
5803-WAQRZ,Female,0,Yes,Yes,30,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),81.8,2403.46,No,2023-01-02
5615-WDSBX,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,45.04,1635.74,Yes,2023-01-02
1964-JAFVI,Male,0,No,Yes,51,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),108.79,5675.97,Yes,2023-01-02
1673-RYHQD,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,153.7,6426.58,Yes,2023-01-02
8005-SENSD,Male,0,No,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,151.67,5939.24,Yes,2023-01-02
7917-NSMNS,Female,1,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),129.95,2061.71,Yes,2023-01-02
8707-ACDYX,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),40.51,1107.25,Yes,2023-01-02
5888-SACUK,Male,0,No,No,38,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,130.4,5007.15,Yes,2023-01-02
2459-ARSAR,Female,0,No,No,20,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.87,2404.15,Yes,2023-01-02
4428-KSBZE,Male,0,Yes,No,14,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,115.81,1612.83,No,2023-01-02
2118-EATAM,Male,0,No,No,41,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),101.35,4171.34,Yes,2023-01-02
3196-CEPOJ,Male,1,No,No,46,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),110.3,5201.2,Yes,2023-01-02
4412-QCWKA,Male,1,No,No,15,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,119.14,1777.19,Yes,2023-01-02
6622-DIIDO,Female,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,154.36,5654.19,Yes,2023-01-02
7070-QMJEV,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,118.31,7473.93,Yes,2023-01-02
7590-TDHEP,Female,0,No,No,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),139.24,7921.14,Yes,2023-01-02
6814-WKSQM,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,158.17,4639.81,Yes,2023-01-02
4633-XVALG,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,148.92,912.37,No,2023-01-02
1833-XIFZK,Male,0,No,Yes,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,138.9,1529.48,Yes,2023-01-02
4297-CFDFQ,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,154.5,6581.39,No,2023-01-02
1015-LGJDR,Female,0,Yes,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,133.8,7285.06,No,2023-01-02
9334-EZKEN,Female,0,No,No,4,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),116.95,474.49,Yes,2023-01-02
5996-ECAZE,Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,172.54,8093.11,Yes,2023-01-02
2859-FYJVM,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,138.73,2187.87,Yes,2023-01-02
8209-SJHGK,Female,0,Yes,No,37,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,97.03,3578.8,Yes,2023-01-02
4155-JKIRP,Male,1,No,Yes,9,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,110.43,1001.51,Yes,2023-01-02
5077-MYWTG,Female,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.86,814.25,No,2023-01-02
5917-LPJLO,Male,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,139.46,2129.11,Yes,2023-01-02
6633-MRNIE,Male,1,Yes,Yes,49,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,141.3,7049.75,Yes,2023-01-02
4774-MJKQP,Male,0,Yes,Yes,31,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),93.93,2994.8,Yes,2023-01-02
5283-BLWKP,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),144.14,4373.57,Yes,2023-01-02
3626-XZRRT,Male,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.3,1388.14,Yes,2023-01-02
4719-NNQUC,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.92,2114.27,No,2023-01-02
1331-FJVFV,Female,0,No,No,40,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),99.77,3913.85,Yes,2023-01-02
2061-SKUKU,Male,1,No,Yes,18,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,140.51,2571.61,No,2023-01-02
